model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,3,msc_valid,4,uniform,0.2,16,3.59375,57.5,2.84375,45.5,0.75,12.0
qwen25_15b,3,msc_valid,4,longllmlingua,0.2,16,2.890625,46.25,2.84375,45.5,0.046875,0.75
qwen25_15b,3,msc_valid,4,recency,0.2,16,3.59375,57.5,2.84375,45.5,0.75,12.0
qwen25_15b,3,msc_valid,4,lexical_tfidf,0.2,16,3.59375,57.5,2.84375,45.5,0.75,12.0
qwen25_15b,3,msc_valid,4,recency_keep_compress_drop,0.2,16,3.59375,57.5,2.84375,45.5,0.75,12.0
qwen25_15b,3,msc_valid,4,uniform,0.35,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,longllmlingua,0.35,16,2.71875,43.5,2.84375,45.5,-0.125,-2.0
qwen25_15b,3,msc_valid,4,recency,0.35,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,lexical_tfidf,0.35,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,recency_keep_compress_drop,0.35,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,uniform,0.5,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,longllmlingua,0.5,16,2.671875,42.75,2.84375,45.5,-0.171875,-2.75
qwen25_15b,3,msc_valid,4,recency,0.5,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,lexical_tfidf,0.5,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,4,recency_keep_compress_drop,0.5,16,2.921875,46.75,2.84375,45.5,0.078125,1.25
qwen25_15b,3,msc_valid,6,uniform,0.2,10,1.0625,10.625,0.78125,7.8125,0.28125,2.8125
qwen25_15b,3,msc_valid,6,longllmlingua,0.2,10,0.875,8.75,0.78125,7.8125,0.09375,0.9375
qwen25_15b,3,msc_valid,6,recency,0.2,10,1.15,11.5,0.78125,7.8125,0.3687499999999999,3.6875
qwen25_15b,3,msc_valid,6,lexical_tfidf,0.2,10,1.0625,10.625,0.78125,7.8125,0.28125,2.8125
qwen25_15b,3,msc_valid,6,recency_keep_compress_drop,0.2,10,1.15,11.5,0.78125,7.8125,0.3687499999999999,3.6875
qwen25_15b,3,msc_valid,6,uniform,0.35,10,0.95625,9.5625,0.78125,7.8125,0.17500000000000004,1.75
qwen25_15b,3,msc_valid,6,longllmlingua,0.35,10,0.84375,8.4375,0.78125,7.8125,0.0625,0.625
qwen25_15b,3,msc_valid,6,recency,0.35,10,0.94375,9.4375,0.78125,7.8125,0.16249999999999998,1.625
qwen25_15b,3,msc_valid,6,lexical_tfidf,0.35,10,0.95625,9.5625,0.78125,7.8125,0.17500000000000004,1.75
qwen25_15b,3,msc_valid,6,recency_keep_compress_drop,0.35,10,0.94375,9.4375,0.78125,7.8125,0.16249999999999998,1.625
qwen25_15b,3,msc_valid,6,uniform,0.5,10,1.0625,10.625,0.78125,7.8125,0.28125,2.8125
qwen25_15b,3,msc_valid,6,longllmlingua,0.5,10,0.91875,9.1875,0.78125,7.8125,0.13749999999999996,1.375
qwen25_15b,3,msc_valid,6,recency,0.5,10,0.94375,9.4375,0.78125,7.8125,0.16249999999999998,1.625
qwen25_15b,3,msc_valid,6,lexical_tfidf,0.5,10,1.0625,10.625,0.78125,7.8125,0.28125,2.8125
qwen25_15b,3,msc_valid,6,recency_keep_compress_drop,0.5,10,0.8875,8.875,0.78125,7.8125,0.10624999999999996,1.0625
qwen25_15b,3,msc_valid,8,uniform,0.2,15,2.716666666666667,40.75,2.3833333333333333,35.75,0.3333333333333335,5.0
qwen25_15b,3,msc_valid,8,longllmlingua,0.2,15,2.5,37.5,2.3833333333333333,35.75,0.1166666666666667,1.75
qwen25_15b,3,msc_valid,8,recency,0.2,15,2.716666666666667,40.75,2.3833333333333333,35.75,0.3333333333333335,5.0
qwen25_15b,3,msc_valid,8,lexical_tfidf,0.2,15,2.716666666666667,40.75,2.3833333333333333,35.75,0.3333333333333335,5.0
