model_key,conversation_id,family,target_turn,policy_name,budget_fraction,budget_token_fraction,retained_turn_fraction,retained_turn_indices,full_token_count,compressed_token_count,token_fraction,logit_l2,kl,top1_match,kept_segment_count,compressed_segment_count,evicted_segment_count,memory_objects
qwen25_15b,8,msc_valid,4,uniform,0.2,0.3707865168539326,0.5,"2,3",109,74,0.6788990825688074,188.9595184326172,2.8754273444064893e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,longllmlingua,0.2,0.2,nan,"2,3",109,68,0.6238532110091743,397.5731506347656,9.016161493491381e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,recency,0.2,0.3707865168539326,0.5,"2,3",109,74,0.6788990825688074,188.9595184326172,2.8754273444064893e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,lexical_tfidf,0.2,0.3707865168539326,0.5,"2,3",109,74,0.6788990825688074,188.9595184326172,2.8754273444064893e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,recency_keep_compress_drop,0.2,0.3707865168539326,0.5,"2,3",109,74,0.6788990825688074,188.9595184326172,2.8754273444064893e-05,1.0,0,0,1,
qwen25_15b,8,msc_valid,4,uniform,0.35,0.5955056179775281,0.75,"1,2,3",109,94,0.8623853211009175,232.47442626953125,2.0567527826642618e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,longllmlingua,0.35,0.35,nan,"2,3",109,72,0.6605504587155964,423.4353332519531,0.0001229063782375306,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,recency,0.35,0.5955056179775281,0.75,"1,2,3",109,94,0.8623853211009175,232.47442626953125,2.0567527826642618e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,lexical_tfidf,0.35,0.5955056179775281,0.75,"1,2,3",109,94,0.8623853211009175,232.47442626953125,2.0567527826642618e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,recency_keep_compress_drop,0.35,0.5955056179775281,0.75,"1,2,3",109,94,0.8623853211009175,232.47442626953125,2.0567527826642618e-05,1.0,0,1,0,
qwen25_15b,8,msc_valid,4,uniform,0.5,0.5955056179775281,0.75,"1,2,3",109,94,0.8623853211009175,232.47442626953125,2.0567527826642618e-05,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,longllmlingua,0.5,0.5,nan,"2,3",109,76,0.6972477064220184,388.7929992675781,0.00010312703670933843,1.0,0,0,0,
qwen25_15b,8,msc_valid,4,recency,0.5,0.5955056179775281,0.75,"1,2,3",109,94,0.8623853211009175,232.47442626953125,2.0567527826642618e-05,1.0,0,0,0,
