model_key,conversation_id,family,target_turn,policy_name,budget_fraction,budget_token_fraction,retained_turn_fraction,retained_turn_indices,full_token_count,compressed_token_count,token_fraction,logit_l2,kl,top1_match,kept_segment_count,compressed_segment_count,evicted_segment_count,memory_objects
qwen25_15b,1,msc_valid,4,uniform,0.2,0.4,0.5,"2,3",100,70,0.7,147.96658325195312,1.3049450899416115e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,longllmlingua,0.2,0.2,nan,"2,3",100,63,0.63,448.7388610839844,0.00012245865946169943,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,recency,0.2,0.4,0.5,"2,3",100,70,0.7,147.96658325195312,1.3049450899416115e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,lexical_tfidf,0.2,0.4,0.5,"2,3",100,70,0.7,147.96658325195312,1.3049450899416115e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,recency_keep_compress_drop,0.2,0.4,0.5,"2,3",100,70,0.7,147.96658325195312,1.3049450899416115e-05,1.0,0,0,1,
qwen25_15b,1,msc_valid,4,uniform,0.35,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,longllmlingua,0.35,0.35,nan,"2,3",100,66,0.66,414.85687255859375,0.0001176066289190203,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,recency,0.35,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,lexical_tfidf,0.35,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,recency_keep_compress_drop,0.35,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,1,0,
qwen25_15b,1,msc_valid,4,uniform,0.5,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,longllmlingua,0.5,0.5,nan,"2,3",100,68,0.68,412.824462890625,0.00011714077845681459,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,recency,0.5,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,lexical_tfidf,0.5,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,4,recency_keep_compress_drop,0.5,0.6,0.75,"1,2,3",100,87,0.87,196.22947692871094,3.3925440220627934e-05,1.0,0,1,0,
qwen25_15b,1,msc_valid,8,uniform,0.2,0.3674698795180723,0.375,"1,6,7",183,99,0.5409836065573771,229.24070739746094,8.971358329290524e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,longllmlingua,0.2,0.2,nan,"6,7",183,85,0.4644808743169399,365.8371887207031,0.00012219874770380557,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,recency,0.2,0.35542168674698793,0.375,"4,6,7",183,97,0.5300546448087432,225.54776000976562,4.3339681724319234e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,lexical_tfidf,0.2,0.3614457831325301,0.375,"2,6,7",183,98,0.5355191256830601,251.72813415527344,4.091222945135087e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,recency_keep_compress_drop,0.2,0.39759036144578314,0.375,"5,6,7",183,104,0.5683060109289617,246.86376953125,9.599325858289376e-05,1.0,0,1,2,
qwen25_15b,1,msc_valid,8,uniform,0.35,0.46987951807228917,0.375,"0,6,7",183,95,0.5191256830601093,289.3635559082031,6.371292693074793e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,longllmlingua,0.35,0.35,nan,"6,7",183,94,0.5136612021857924,432.8055725097656,7.864124199841172e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,recency,0.35,0.4879518072289157,0.5,"4,5,6,7",183,119,0.6502732240437158,164.35902404785156,3.158969047944993e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,lexical_tfidf,0.35,0.45180722891566266,0.5,"2,4,6,7",183,113,0.6174863387978142,270.1922302246094,3.655369073385373e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,recency_keep_compress_drop,0.35,0.5060240963855421,0.5,"3,5,6,7",183,122,0.6666666666666666,207.2368927001953,5.796128971269354e-05,1.0,0,2,1,
qwen25_15b,1,msc_valid,8,uniform,0.5,0.572289156626506,0.5,"0,1,6,7",183,112,0.6120218579234973,169.27532958984375,3.8325382774928585e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,longllmlingua,0.5,0.5,nan,"6,7",183,107,0.5846994535519126,433.8577575683594,8.642901957500726e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,recency,0.5,0.5963855421686747,0.625,"3,4,5,6,7",183,137,0.7486338797814208,190.67593383789062,5.1770377467619255e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,lexical_tfidf,0.5,0.5542168674698795,0.625,"1,2,4,6,7",183,130,0.7103825136612022,362.3599853515625,5.202444299357012e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,8,recency_keep_compress_drop,0.5,0.608433734939759,0.625,"1,3,5,6,7",183,139,0.7595628415300546,223.5814971923828,4.4901193177793175e-05,1.0,0,3,0,
qwen25_15b,1,msc_valid,12,uniform,0.2,0.32677165354330706,0.25,"0,10,11",271,100,0.36900369003690037,410.4242858886719,0.00010797377763083205,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,longllmlingua,0.2,0.2,nan,"10,11",271,99,0.36531365313653136,451.0686340332031,0.00016853543638717383,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,recency,0.2,0.3464566929133858,0.3333333333333333,"8,9,10,11",271,126,0.46494464944649444,317.6356506347656,7.615233334945515e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,lexical_tfidf,0.2,0.3228346456692913,0.3333333333333333,"4,6,10,11",271,120,0.44280442804428044,398.3815002441406,0.00010948190902126953,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,recency_keep_compress_drop,0.2,0.35039370078740156,0.3333333333333333,"3,9,10,11",271,127,0.46863468634686345,297.3927001953125,8.67917260620743e-05,1.0,0,2,3,
qwen25_15b,1,msc_valid,12,uniform,0.35,0.4566929133858268,0.4166666666666667,"0,1,2,10,11",271,133,0.4907749077490775,506.7190246582031,0.00012375360529404134,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,longllmlingua,0.35,0.35,nan,"10,11",271,118,0.4354243542435424,468.87615966796875,0.00019670254550874233,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,recency,0.35,0.4763779527559055,0.5,"4,6,8,9,10,11",271,159,0.5867158671586716,334.1662292480469,5.942348434473388e-05,1.0,0,0,0,
qwen25_15b,1,msc_valid,12,lexical_tfidf,0.35,0.47244094488188976,0.5,"2,4,6,9,10,11",271,158,0.5830258302583026,371.9977722167969,7.978762732818723e-05,1.0,0,0,0,
