model_key,conversation_id,family,target_turn,policy_name,budget_fraction,budget_token_fraction,retained_turn_fraction,retained_turn_indices,full_token_count,compressed_token_count,token_fraction,logit_l2,kl,top1_match,kept_segment_count,compressed_segment_count,evicted_segment_count,memory_objects
qwen25_15b,12,msc_valid,4,uniform,0.2,0.3761467889908257,0.5,"2,3",133,86,0.6466165413533834,159.37818908691406,1.4705922694702167e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,longllmlingua,0.2,0.2,nan,"2,3",133,83,0.6240601503759399,355.8226318359375,7.796438876539469e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,recency,0.2,0.3761467889908257,0.5,"2,3",133,86,0.6466165413533834,159.37818908691406,1.4705922694702167e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,lexical_tfidf,0.2,0.3761467889908257,0.5,"2,3",133,86,0.6466165413533834,159.37818908691406,1.4705922694702167e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,recency_keep_compress_drop,0.2,0.3761467889908257,0.5,"2,3",133,86,0.6466165413533834,159.37818908691406,1.4705922694702167e-05,1.0,0,0,1,
qwen25_15b,12,msc_valid,4,uniform,0.35,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,longllmlingua,0.35,0.35,nan,"2,3",133,87,0.6541353383458647,365.5328369140625,7.395526336040348e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,recency,0.35,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,lexical_tfidf,0.35,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,recency_keep_compress_drop,0.35,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,1,0,
qwen25_15b,12,msc_valid,4,uniform,0.5,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,longllmlingua,0.5,0.5,nan,"2,3",133,94,0.706766917293233,410.3062438964844,0.00011664623161777854,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,recency,0.5,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,lexical_tfidf,0.5,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,4,recency_keep_compress_drop,0.5,0.5779816513761468,0.75,"1,2,3",133,108,0.8120300751879699,195.6642608642578,1.9667109881993383e-05,1.0,0,1,0,
qwen25_15b,12,msc_valid,8,uniform,0.2,0.29120879120879123,0.375,"1,6,7",202,94,0.46534653465346537,275.0768127441406,0.00010898135224124417,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,longllmlingua,0.2,0.2,nan,"6,7",202,81,0.400990099009901,368.0334777832031,0.00023202951706480235,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,recency,0.2,0.2692307692307692,0.375,"5,6,7",202,90,0.44554455445544555,284.3763427734375,8.957068348536268e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,lexical_tfidf,0.2,0.29120879120879123,0.375,"2,6,7",202,94,0.46534653465346537,334.4049072265625,0.00017487863078713417,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,recency_keep_compress_drop,0.2,0.2692307692307692,0.375,"5,6,7",202,90,0.44554455445544555,284.3763427734375,8.957068348536268e-05,1.0,0,1,2,
qwen25_15b,12,msc_valid,8,uniform,0.35,0.4230769230769231,0.375,"0,6,7",202,97,0.4801980198019802,417.90069580078125,0.0006992900162003934,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,longllmlingua,0.35,0.35,nan,"6,7",202,95,0.47029702970297027,350.0553283691406,0.00012503830657806247,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,recency,0.35,0.4010989010989011,0.5,"4,5,6,7",202,114,0.5643564356435643,269.6947937011719,9.808953473111615e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,lexical_tfidf,0.35,0.4230769230769231,0.5,"2,4,6,7",202,118,0.5841584158415841,449.27569580078125,0.0006088450900278986,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,recency_keep_compress_drop,0.35,0.37362637362637363,0.5,"3,5,6,7",202,109,0.5396039603960396,328.89410400390625,0.00014993385411798954,1.0,0,2,1,
qwen25_15b,12,msc_valid,8,uniform,0.5,0.5439560439560439,0.5,"0,1,6,7",202,119,0.5891089108910891,159.04148864746094,4.5144068280933425e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,longllmlingua,0.5,0.5,nan,"6,7",202,111,0.5495049504950495,353.4150695800781,0.00012052089732605964,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,recency,0.5,0.5054945054945055,0.625,"3,4,5,6,7",202,133,0.6584158415841584,270.5863342285156,7.321914017666131e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,lexical_tfidf,0.5,0.5439560439560439,0.5,"0,2,6,7",202,119,0.5891089108910891,487.4134826660156,0.0006929537048563361,1.0,0,0,0,
qwen25_15b,12,msc_valid,8,recency_keep_compress_drop,0.5,0.4945054945054945,0.625,"1,3,5,6,7",202,131,0.6485148514851485,347.7216796875,0.00011345504026394337,1.0,0,3,0,
qwen25_15b,12,msc_valid,12,uniform,0.2,0.3359073359073359,0.3333333333333333,"1,2,10,11",277,126,0.4548736462093863,219.01271057128906,3.840753561235033e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,longllmlingua,0.2,0.2,nan,"10,11",277,99,0.3574007220216607,358.56622314453125,8.991312643047422e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,recency,0.2,0.3359073359073359,0.4166666666666667,"5,6,9,10,11",277,126,0.4548736462093863,215.94741821289062,3.23690110235475e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,lexical_tfidf,0.2,0.3281853281853282,0.3333333333333333,"1,8,10,11",277,124,0.44765342960288806,217.36903381347656,4.075654942425899e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,recency_keep_compress_drop,0.2,0.29343629343629346,0.3333333333333333,"7,9,10,11",277,115,0.4151624548736462,245.9925994873047,3.886915510520339e-05,1.0,0,2,3,
qwen25_15b,12,msc_valid,12,uniform,0.35,0.42857142857142855,0.3333333333333333,"0,1,10,11",277,129,0.4657039711191336,160.78945922851562,2.5048993848031387e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,longllmlingua,0.35,0.35,nan,"10,11",277,121,0.4368231046931408,384.5555419921875,0.00010033137368736789,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,recency,0.35,0.416988416988417,0.5,"6,7,8,9,10,11",277,147,0.5306859205776173,227.90000915527344,1.793336014088709e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,lexical_tfidf,0.35,0.42084942084942084,0.3333333333333333,"0,8,10,11",277,127,0.4584837545126354,200.86769104003906,2.9989445465616882e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,recency_keep_compress_drop,0.35,0.4362934362934363,0.5,"3,5,7,9,10,11",277,152,0.5487364620938628,236.1818084716797,3.4218774089822546e-05,1.0,0,4,1,
qwen25_15b,12,msc_valid,12,uniform,0.5,0.583011583011583,0.5,"0,1,2,5,10,11",277,169,0.6101083032490975,133.4005889892578,2.2346941477735527e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,longllmlingua,0.5,0.5,nan,"10,11",277,143,0.516245487364621,389.47625732421875,8.796292240731418e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,recency,0.5,0.5791505791505791,0.6666666666666666,"4,5,6,7,8,9,10,11",277,189,0.6823104693140795,225.49612426757812,2.0957260858267546e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,lexical_tfidf,0.5,0.5598455598455598,0.5,"0,1,8,9,10,11",277,163,0.5884476534296029,136.39625549316406,2.0245057385182008e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,12,recency_keep_compress_drop,0.5,0.5675675675675675,0.6666666666666666,"1,3,5,6,7,9,10,11",277,186,0.6714801444043321,259.0478515625,3.876480332110077e-05,1.0,1,4,0,
qwen25_15b,12,msc_valid,16,uniform,0.2,0.30952380952380953,0.25,"0,6,14,15",355,123,0.3464788732394366,199.2486114501953,1.848654937930405e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,longllmlingua,0.2,0.2,nan,"14,15",355,114,0.3211267605633803,347.2763977050781,7.544346590293571e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,recency,0.2,0.30654761904761907,0.375,"6,9,12,13,14,15",355,143,0.4028169014084507,151.2041015625,1.1032971997337881e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,lexical_tfidf,0.2,0.29464285714285715,0.3125,"2,12,13,14,15",355,139,0.39154929577464787,169.95700073242188,1.026542486215476e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,recency_keep_compress_drop,0.2,0.28869047619047616,0.3125,"9,11,13,14,15",355,137,0.38591549295774646,242.78411865234375,2.7742971724364907e-05,1.0,0,3,4,
qwen25_15b,12,msc_valid,16,uniform,0.35,0.44047619047619047,0.375,"0,1,2,6,14,15",355,167,0.4704225352112676,421.14459228515625,8.453063492197543e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,longllmlingua,0.35,0.35,nan,"14,15",355,145,0.4084507042253521,360.0544738769531,5.862509715370834e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,recency,0.35,0.43452380952380953,0.5,"6,9,10,11,12,13,14,15",355,186,0.523943661971831,129.522216796875,5.85104771744227e-06,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,lexical_tfidf,0.35,0.44047619047619047,0.5,"2,5,6,10,12,13,14,15",355,188,0.5295774647887324,222.2349395751953,1.0310728612239473e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,recency_keep_compress_drop,0.35,0.43452380952380953,0.5,"5,6,7,9,11,13,14,15",355,186,0.523943661971831,212.36375427246094,1.8976701539941132e-05,1.0,1,4,2,
qwen25_15b,12,msc_valid,16,uniform,0.5,0.5684523809523809,0.5,"0,1,2,3,4,6,14,15",355,210,0.5915492957746479,358.5995788574219,3.360565460752696e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,longllmlingua,0.5,0.5,nan,"14,15",355,176,0.49577464788732395,364.33355712890625,6.315809878287837e-05,1.0,0,0,0,
qwen25_15b,12,msc_valid,16,recency,0.5,0.5505952380952381,0.625,"6,7,8,9,10,11,12,13,14,15",355,225,0.6338028169014085,121.38774871826172,7.098628884705249e-06,1.0,0,0,0,
