model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,msc-00000,msc_valid,4,uniform,0.2,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,longllmlingua,0.2,10,3.825,38.25,4.75,47.5,-0.9249999999999998,-9.25
qwen25_15b,msc-00000,msc_valid,4,recency,0.2,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,lexical_tfidf,0.2,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,recency_keep_compress_drop,0.2,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,uniform,0.35,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,longllmlingua,0.35,10,3.9,39.0,4.75,47.5,-0.8500000000000001,-8.5
qwen25_15b,msc-00000,msc_valid,4,recency,0.35,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,lexical_tfidf,0.35,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,recency_keep_compress_drop,0.35,10,4.95,49.5,4.75,47.5,0.20000000000000018,2.0
qwen25_15b,msc-00000,msc_valid,4,uniform,0.5,10,4.475,44.75,4.75,47.5,-0.27500000000000036,-2.75
qwen25_15b,msc-00000,msc_valid,4,longllmlingua,0.5,10,3.575,35.75,4.75,47.5,-1.1749999999999998,-11.75
qwen25_15b,msc-00000,msc_valid,4,recency,0.5,10,4.475,44.75,4.75,47.5,-0.27500000000000036,-2.75
qwen25_15b,msc-00000,msc_valid,4,lexical_tfidf,0.5,10,4.475,44.75,4.75,47.5,-0.27500000000000036,-2.75
