model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,2,msc_valid,4,uniform,0.2,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,longllmlingua,0.2,13,5.0,65.0,5.423076923076923,70.5,-0.42307692307692335,-5.5
qwen25_15b,2,msc_valid,4,recency,0.2,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,lexical_tfidf,0.2,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,recency_keep_compress_drop,0.2,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,uniform,0.35,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,longllmlingua,0.35,13,5.115384615384615,66.5,5.423076923076923,70.5,-0.3076923076923084,-4.0
qwen25_15b,2,msc_valid,4,recency,0.35,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,lexical_tfidf,0.35,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,recency_keep_compress_drop,0.35,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,uniform,0.5,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,longllmlingua,0.5,13,4.826923076923077,62.75,5.423076923076923,70.5,-0.5961538461538467,-7.75
qwen25_15b,2,msc_valid,4,recency,0.5,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,lexical_tfidf,0.5,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,4,recency_keep_compress_drop,0.5,13,5.5,71.5,5.423076923076923,70.5,0.07692307692307665,1.0
qwen25_15b,2,msc_valid,8,uniform,0.2,20,3.1875,63.75,2.9,58.0,0.2875000000000001,5.75
qwen25_15b,2,msc_valid,8,longllmlingua,0.2,20,2.9,58.0,2.9,58.0,0.0,0.0
qwen25_15b,2,msc_valid,8,recency,0.2,20,3.1875,63.75,2.9,58.0,0.2875000000000001,5.75
qwen25_15b,2,msc_valid,8,lexical_tfidf,0.2,20,3.1375,62.75,2.9,58.0,0.23750000000000027,4.75
qwen25_15b,2,msc_valid,8,recency_keep_compress_drop,0.2,20,3.1875,63.75,2.9,58.0,0.2875000000000001,5.75
qwen25_15b,2,msc_valid,8,uniform,0.35,20,3.1875,63.75,2.9,58.0,0.2875000000000001,5.75
qwen25_15b,2,msc_valid,8,longllmlingua,0.35,20,2.8625,57.25,2.9,58.0,-0.03750000000000009,-0.75
qwen25_15b,2,msc_valid,8,recency,0.35,20,3.05,61.0,2.9,58.0,0.1499999999999999,3.0
qwen25_15b,2,msc_valid,8,lexical_tfidf,0.35,20,3.05,61.0,2.9,58.0,0.1499999999999999,3.0
qwen25_15b,2,msc_valid,8,recency_keep_compress_drop,0.35,20,3.05,61.0,2.9,58.0,0.1499999999999999,3.0
qwen25_15b,2,msc_valid,8,uniform,0.5,20,3.1,62.0,2.9,58.0,0.20000000000000018,4.0
qwen25_15b,2,msc_valid,8,longllmlingua,0.5,20,2.925,58.5,2.9,58.0,0.02499999999999991,0.5
qwen25_15b,2,msc_valid,8,recency,0.5,20,2.9625,59.25,2.9,58.0,0.0625,1.25
qwen25_15b,2,msc_valid,8,lexical_tfidf,0.5,20,3.05,61.0,2.9,58.0,0.1499999999999999,3.0
qwen25_15b,2,msc_valid,8,recency_keep_compress_drop,0.5,20,3.05,61.0,2.9,58.0,0.1499999999999999,3.0
qwen25_15b,2,msc_valid,12,uniform,0.2,19,5.131578947368421,97.5,4.0,76.0,1.1315789473684212,21.5
qwen25_15b,2,msc_valid,12,longllmlingua,0.2,19,4.473684210526316,85.0,4.0,76.0,0.47368421052631593,9.0
qwen25_15b,2,msc_valid,12,recency,0.2,19,4.447368421052632,84.5,4.0,76.0,0.44736842105263186,8.5
qwen25_15b,2,msc_valid,12,lexical_tfidf,0.2,19,4.2631578947368425,81.0,4.0,76.0,0.2631578947368425,5.0
qwen25_15b,2,msc_valid,12,recency_keep_compress_drop,0.2,19,4.447368421052632,84.5,4.0,76.0,0.44736842105263186,8.5
qwen25_15b,2,msc_valid,12,uniform,0.35,19,4.815789473684211,91.5,4.0,76.0,0.8157894736842106,15.5
qwen25_15b,2,msc_valid,12,longllmlingua,0.35,19,4.2631578947368425,81.0,4.0,76.0,0.2631578947368425,5.0
qwen25_15b,2,msc_valid,12,recency,0.35,19,4.2368421052631575,80.5,4.0,76.0,0.23684210526315752,4.5
qwen25_15b,2,msc_valid,12,lexical_tfidf,0.35,19,4.2368421052631575,80.5,4.0,76.0,0.23684210526315752,4.5
qwen25_15b,2,msc_valid,12,recency_keep_compress_drop,0.35,19,4.2105263157894735,80.0,4.0,76.0,0.21052631578947345,4.0
qwen25_15b,2,msc_valid,12,uniform,0.5,19,4.526315789473684,86.0,4.0,76.0,0.5263157894736841,10.0
qwen25_15b,2,msc_valid,12,longllmlingua,0.5,19,4.342105263157895,82.5,4.0,76.0,0.3421052631578947,6.5
qwen25_15b,2,msc_valid,12,recency,0.5,19,4.026315789473684,76.5,4.0,76.0,0.02631578947368407,0.5
qwen25_15b,2,msc_valid,12,lexical_tfidf,0.5,19,4.2105263157894735,80.0,4.0,76.0,0.21052631578947345,4.0
qwen25_15b,2,msc_valid,12,recency_keep_compress_drop,0.5,19,4.131578947368421,78.5,4.0,76.0,0.13157894736842124,2.5
qwen25_15b,2,msc_valid,16,uniform,0.2,38,3.0657894736842106,116.5,2.710526315789474,103.0,0.3552631578947367,13.5
qwen25_15b,2,msc_valid,16,longllmlingua,0.2,38,2.8421052631578947,108.0,2.710526315789474,103.0,0.1315789473684208,5.0
qwen25_15b,2,msc_valid,16,recency,0.2,38,2.8289473684210527,107.5,2.710526315789474,103.0,0.11842105263157876,4.5
qwen25_15b,2,msc_valid,16,lexical_tfidf,0.2,38,2.986842105263158,113.5,2.710526315789474,103.0,0.27631578947368407,10.5
qwen25_15b,2,msc_valid,16,recency_keep_compress_drop,0.2,38,2.8815789473684212,109.5,2.710526315789474,103.0,0.17105263157894735,6.5
qwen25_15b,2,msc_valid,16,uniform,0.35,38,3.039473684210526,115.5,2.710526315789474,103.0,0.3289473684210522,12.5
qwen25_15b,2,msc_valid,16,longllmlingua,0.35,38,2.8157894736842106,107.0,2.710526315789474,103.0,0.10526315789473673,4.0
qwen25_15b,2,msc_valid,16,recency,0.35,38,2.8289473684210527,107.5,2.710526315789474,103.0,0.11842105263157876,4.5
qwen25_15b,2,msc_valid,16,lexical_tfidf,0.35,38,2.8815789473684212,109.5,2.710526315789474,103.0,0.17105263157894735,6.5
qwen25_15b,2,msc_valid,16,recency_keep_compress_drop,0.35,38,2.75,104.5,2.710526315789474,103.0,0.039473684210526105,1.5
qwen25_15b,2,msc_valid,16,uniform,0.5,38,2.986842105263158,113.5,2.710526315789474,103.0,0.27631578947368407,10.5
qwen25_15b,2,msc_valid,16,longllmlingua,0.5,38,2.763157894736842,105.0,2.710526315789474,103.0,0.05263157894736814,2.0
qwen25_15b,2,msc_valid,16,recency,0.5,38,2.6710526315789473,101.5,2.710526315789474,103.0,-0.03947368421052655,-1.5
qwen25_15b,2,msc_valid,16,lexical_tfidf,0.5,38,2.8552631578947367,108.5,2.710526315789474,103.0,0.14473684210526283,5.5
qwen25_15b,2,msc_valid,16,recency_keep_compress_drop,0.5,38,2.6973684210526314,102.5,2.710526315789474,103.0,-0.01315789473684248,-0.5
qwen25_15b,2,msc_valid,18,uniform,0.2,31,2.629032258064516,81.5,2.4838709677419355,77.0,0.14516129032258052,4.5
qwen25_15b,2,msc_valid,18,longllmlingua,0.2,31,2.467741935483871,76.5,2.4838709677419355,77.0,-0.016129032258064502,-0.5
qwen25_15b,2,msc_valid,18,recency,0.2,31,2.8225806451612905,87.5,2.4838709677419355,77.0,0.338709677419355,10.5
qwen25_15b,2,msc_valid,18,lexical_tfidf,0.2,31,2.661290322580645,82.5,2.4838709677419355,77.0,0.17741935483870952,5.5
qwen25_15b,2,msc_valid,18,recency_keep_compress_drop,0.2,31,2.870967741935484,89.0,2.4838709677419355,77.0,0.3870967741935485,12.0
qwen25_15b,2,msc_valid,18,uniform,0.35,31,2.6129032258064515,81.0,2.4838709677419355,77.0,0.12903225806451601,4.0
qwen25_15b,2,msc_valid,18,longllmlingua,0.35,31,2.4516129032258065,76.0,2.4838709677419355,77.0,-0.032258064516129004,-1.0
qwen25_15b,2,msc_valid,18,recency,0.35,31,2.7096774193548385,84.0,2.4838709677419355,77.0,0.22580645161290303,7.0
qwen25_15b,2,msc_valid,18,lexical_tfidf,0.35,31,2.661290322580645,82.5,2.4838709677419355,77.0,0.17741935483870952,5.5
qwen25_15b,2,msc_valid,18,recency_keep_compress_drop,0.35,31,2.7580645161290325,85.5,2.4838709677419355,77.0,0.274193548387097,8.5
qwen25_15b,2,msc_valid,18,uniform,0.5,31,2.6451612903225805,82.0,2.4838709677419355,77.0,0.16129032258064502,5.0
