model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,uniform,0.2,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,semantic,0.2,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,geometry,0.2,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,geometry_keep_compress_drop,0.2,442,1.257918552036199,556.0,1.2647058823529411,43.0,-0.006787330316742057,513.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,semantic_query_conditioned_geometry_keep_compress_drop,0.2,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,uniform,0.35,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,semantic,0.35,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,geometry,0.35,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,geometry_keep_compress_drop,0.35,442,1.257918552036199,556.0,1.2647058823529411,43.0,-0.006787330316742057,513.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,semantic_query_conditioned_geometry_keep_compress_drop,0.35,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,uniform,0.5,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,semantic,0.5,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,geometry,0.5,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,geometry_keep_compress_drop,0.5,442,1.257918552036199,556.0,1.2647058823529411,43.0,-0.006787330316742057,513.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,4,semantic_query_conditioned_geometry_keep_compress_drop,0.5,442,1.2669683257918551,560.0,1.2647058823529411,43.0,0.002262443438914019,517.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,32,uniform,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,32,semantic,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,32,geometry,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,32,geometry_keep_compress_drop,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25_15b,gpt4_e061b84g,longmemeval_s_full,32,semantic_query_conditioned_geometry_keep_compress_drop,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0
