model_key,conversation_id,family,target_turn,policy_name,budget_fraction,budget_token_fraction,retained_turn_fraction,retained_turn_indices,full_token_count,compressed_token_count,token_fraction,logit_l2,kl,top1_match,kept_segment_count,compressed_segment_count,evicted_segment_count,memory_objects
qwen25_15b,10,msc_valid,4,uniform,0.2,0.4074074074074074,0.5,"2,3",130,87,0.6692307692307692,139.4539031982422,1.1154506864841096e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,longllmlingua,0.2,0.2,nan,"2,3",130,83,0.6384615384615384,310.6941833496094,5.17017106176354e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,recency,0.2,0.4074074074074074,0.5,"2,3",130,87,0.6692307692307692,139.4539031982422,1.1154506864841096e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,lexical_tfidf,0.2,0.4074074074074074,0.5,"2,3",130,87,0.6692307692307692,139.4539031982422,1.1154506864841096e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,recency_keep_compress_drop,0.2,0.4074074074074074,0.5,"2,3",130,87,0.6692307692307692,139.4539031982422,1.1154506864841096e-05,1.0,0,0,1,
qwen25_15b,10,msc_valid,4,uniform,0.35,0.5833333333333334,0.75,"1,2,3",130,106,0.8153846153846154,240.93936157226562,2.4394828869844787e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,longllmlingua,0.35,0.35,nan,"2,3",130,87,0.6692307692307692,323.5964050292969,5.431154204416089e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,recency,0.35,0.5833333333333334,0.75,"1,2,3",130,106,0.8153846153846154,240.93936157226562,2.4394828869844787e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,lexical_tfidf,0.35,0.5833333333333334,0.75,"1,2,3",130,106,0.8153846153846154,240.93936157226562,2.4394828869844787e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,recency_keep_compress_drop,0.35,0.5833333333333334,0.75,"1,2,3",130,106,0.8153846153846154,240.93936157226562,2.4394828869844787e-05,1.0,0,1,0,
qwen25_15b,10,msc_valid,4,uniform,0.5,0.5833333333333334,0.75,"1,2,3",130,106,0.8153846153846154,240.93936157226562,2.4394828869844787e-05,1.0,0,0,0,
qwen25_15b,10,msc_valid,4,longllmlingua,0.5,0.5,nan,"2,3",130,93,0.7153846153846154,334.90863037109375,6.106666114646941e-05,1.0,0,0,0,
