model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,uniform,0.2,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,semantic,0.2,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,geometry,0.2,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,geometry_keep_compress_drop,0.2,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,semantic_keep_compress_drop,0.2,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,uniform,0.35,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,semantic,0.35,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,geometry,0.35,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,geometry_keep_compress_drop,0.35,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,semantic_keep_compress_drop,0.35,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,uniform,0.5,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,semantic,0.5,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,geometry,0.5,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,geometry_keep_compress_drop,0.5,9,3.4305555555555554,30.875,0.3177083333333333,2.859375,3.112847222222222,28.015625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,4,semantic_keep_compress_drop,0.5,9,0.2638888888888889,2.375,0.3177083333333333,2.859375,-0.05381944444444442,-0.484375
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,uniform,0.2,11,1.1193181818181819,12.3125,0.12357954545454546,1.359375,0.9957386363636365,10.953125
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,semantic,0.2,11,1.8636363636363635,20.5,0.12357954545454546,1.359375,1.7400568181818181,19.140625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,geometry,0.2,11,1.1193181818181819,12.3125,0.12357954545454546,1.359375,0.9957386363636365,10.953125
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,geometry_keep_compress_drop,0.2,11,1.6590909090909092,18.25,0.12357954545454546,1.359375,1.5355113636363638,16.890625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,semantic_keep_compress_drop,0.2,11,1.8636363636363635,20.5,0.12357954545454546,1.359375,1.7400568181818181,19.140625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,uniform,0.35,11,0.12428977272727272,1.3671875,0.12357954545454546,1.359375,0.0007102272727272652,0.0078125
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,semantic,0.35,11,1.6590909090909092,18.25,0.12357954545454546,1.359375,1.5355113636363638,16.890625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,geometry,0.35,11,0.19176136363636365,2.109375,0.12357954545454546,1.359375,0.06818181818181819,0.75
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,geometry_keep_compress_drop,0.35,11,1.6590909090909092,18.25,0.12357954545454546,1.359375,1.5355113636363638,16.890625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,semantic_keep_compress_drop,0.35,11,1.6590909090909092,18.25,0.12357954545454546,1.359375,1.5355113636363638,16.890625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,uniform,0.5,11,0.7272727272727273,8.0,0.12357954545454546,1.359375,0.6036931818181819,6.640625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,semantic,0.5,11,1.6590909090909092,18.25,0.12357954545454546,1.359375,1.5355113636363638,16.890625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,geometry,0.5,11,0.19176136363636365,2.109375,0.12357954545454546,1.359375,0.06818181818181819,0.75
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,geometry_keep_compress_drop,0.5,11,0.7272727272727273,8.0,0.12357954545454546,1.359375,0.6036931818181819,6.640625
llama32_3b,stress_retrieval_launch_packet,retrieval_heavy,6,semantic_keep_compress_drop,0.5,11,1.6590909090909092,18.25,0.12357954545454546,1.359375,1.5355113636363638,16.890625
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,uniform,0.2,13,1.7307692307692308,22.5,0.875,11.375,0.8557692307692308,11.125
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,semantic,0.2,13,1.7307692307692308,22.5,0.875,11.375,0.8557692307692308,11.125
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,geometry,0.2,13,1.7307692307692308,22.5,0.875,11.375,0.8557692307692308,11.125
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,geometry_keep_compress_drop,0.2,13,1.7307692307692308,22.5,0.875,11.375,0.8557692307692308,11.125
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,semantic_keep_compress_drop,0.2,13,1.7307692307692308,22.5,0.875,11.375,0.8557692307692308,11.125
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,uniform,0.35,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,semantic,0.35,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,geometry,0.35,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,geometry_keep_compress_drop,0.35,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,semantic_keep_compress_drop,0.35,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,uniform,0.5,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,semantic,0.5,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,geometry,0.5,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,geometry_keep_compress_drop,0.5,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,4,semantic_keep_compress_drop,0.5,13,0.6875,8.9375,0.875,11.375,-0.1875,-2.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,uniform,0.2,10,3.95,39.5,1.1125,11.125,2.8375000000000004,28.375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,semantic,0.2,10,3.95,39.5,1.1125,11.125,2.8375000000000004,28.375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,geometry,0.2,10,3.95,39.5,1.1125,11.125,2.8375000000000004,28.375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,geometry_keep_compress_drop,0.2,10,3.95,39.5,1.1125,11.125,2.8375000000000004,28.375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,semantic_keep_compress_drop,0.2,10,3.95,39.5,1.1125,11.125,2.8375000000000004,28.375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,uniform,0.35,10,1.6375,16.375,1.1125,11.125,0.5249999999999999,5.25
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,semantic,0.35,10,1.6375,16.375,1.1125,11.125,0.5249999999999999,5.25
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,geometry,0.35,10,1.6375,16.375,1.1125,11.125,0.5249999999999999,5.25
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,geometry_keep_compress_drop,0.35,10,1.6375,16.375,1.1125,11.125,0.5249999999999999,5.25
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,semantic_keep_compress_drop,0.35,10,3.475,34.75,1.1125,11.125,2.3625,23.625
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,uniform,0.5,10,2.4875,24.875,1.1125,11.125,1.3749999999999998,13.75
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,semantic,0.5,10,1.15625,11.5625,1.1125,11.125,0.043749999999999956,0.4375
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,geometry,0.5,10,1.6375,16.375,1.1125,11.125,0.5249999999999999,5.25
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,geometry_keep_compress_drop,0.5,10,1.6375,16.375,1.1125,11.125,0.5249999999999999,5.25
llama32_3b,stress_retrieval_travel_itinerary,retrieval_heavy,6,semantic_keep_compress_drop,0.5,10,1.15625,11.5625,1.1125,11.125,0.043749999999999956,0.4375
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,uniform,0.2,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,semantic,0.2,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,geometry,0.2,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,geometry_keep_compress_drop,0.2,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,semantic_keep_compress_drop,0.2,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,uniform,0.35,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,semantic,0.35,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,geometry,0.35,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,geometry_keep_compress_drop,0.35,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,semantic_keep_compress_drop,0.35,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,uniform,0.5,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,semantic,0.5,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,geometry,0.5,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,geometry_keep_compress_drop,0.5,13,1.2403846153846154,16.125,0.9326923076923077,12.125,0.3076923076923077,4.0
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,4,semantic_keep_compress_drop,0.5,13,3.076923076923077,40.0,0.9326923076923077,12.125,2.144230769230769,27.875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,uniform,0.2,16,2.65625,42.5,0.55078125,8.8125,2.10546875,33.6875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,semantic,0.2,16,2.65625,42.5,0.55078125,8.8125,2.10546875,33.6875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,geometry,0.2,16,2.65625,42.5,0.55078125,8.8125,2.10546875,33.6875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,geometry_keep_compress_drop,0.2,16,2.65625,42.5,0.55078125,8.8125,2.10546875,33.6875
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,semantic_keep_compress_drop,0.2,16,2.015625,32.25,0.55078125,8.8125,1.46484375,23.4375
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,uniform,0.35,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,semantic,0.35,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,geometry,0.35,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,geometry_keep_compress_drop,0.35,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,semantic_keep_compress_drop,0.35,16,2.015625,32.25,0.55078125,8.8125,1.46484375,23.4375
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,uniform,0.5,16,2.515625,40.25,0.55078125,8.8125,1.96484375,31.4375
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,semantic,0.5,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,geometry,0.5,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,geometry_keep_compress_drop,0.5,16,0.62890625,10.0625,0.55078125,8.8125,0.078125,1.25
llama32_3b,stress_retrieval_medication_case,retrieval_heavy,6,semantic_keep_compress_drop,0.5,16,1.7109375,27.375,0.55078125,8.8125,1.16015625,18.5625
llama32_3b,stress_longdep_two_lines,long_dependency,4,uniform,0.2,8,0.69921875,5.59375,0.5546875,4.4375,0.14453125,1.15625
