model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,4,msc_valid,4,uniform,0.2,16,4.9375,79.0,3.671875,58.75,1.265625,20.25
qwen25_15b,4,msc_valid,4,longllmlingua,0.2,16,4.0625,65.0,3.671875,58.75,0.390625,6.25
qwen25_15b,4,msc_valid,4,recency,0.2,16,4.9375,79.0,3.671875,58.75,1.265625,20.25
qwen25_15b,4,msc_valid,4,lexical_tfidf,0.2,16,4.9375,79.0,3.671875,58.75,1.265625,20.25
qwen25_15b,4,msc_valid,4,recency_keep_compress_drop,0.2,16,4.9375,79.0,3.671875,58.75,1.265625,20.25
qwen25_15b,4,msc_valid,4,uniform,0.35,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,longllmlingua,0.35,16,4.0,64.0,3.671875,58.75,0.328125,5.25
qwen25_15b,4,msc_valid,4,recency,0.35,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,lexical_tfidf,0.35,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,recency_keep_compress_drop,0.35,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,uniform,0.5,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,longllmlingua,0.5,16,3.78125,60.5,3.671875,58.75,0.109375,1.75
qwen25_15b,4,msc_valid,4,recency,0.5,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,lexical_tfidf,0.5,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,4,recency_keep_compress_drop,0.5,16,3.8125,61.0,3.671875,58.75,0.140625,2.25
qwen25_15b,4,msc_valid,6,uniform,0.2,12,2.6354166666666665,31.625,2.2291666666666665,26.75,0.40625,4.875
qwen25_15b,4,msc_valid,6,longllmlingua,0.2,12,2.34375,28.125,2.2291666666666665,26.75,0.11458333333333348,1.375
qwen25_15b,4,msc_valid,6,recency,0.2,12,2.6354166666666665,31.625,2.2291666666666665,26.75,0.40625,4.875
qwen25_15b,4,msc_valid,6,lexical_tfidf,0.2,12,2.6354166666666665,31.625,2.2291666666666665,26.75,0.40625,4.875
qwen25_15b,4,msc_valid,6,recency_keep_compress_drop,0.2,12,2.6354166666666665,31.625,2.2291666666666665,26.75,0.40625,4.875
qwen25_15b,4,msc_valid,6,uniform,0.35,12,2.6354166666666665,31.625,2.2291666666666665,26.75,0.40625,4.875
