model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,uniform,0.2,10,3.025,30.25,0.84375,8.4375,2.18125,21.8125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,longllmlingua,0.2,10,1.51875,15.1875,0.84375,8.4375,0.675,6.75
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,recency,0.2,10,3.025,30.25,0.84375,8.4375,2.18125,21.8125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,lexical_tfidf,0.2,10,3.025,30.25,0.84375,8.4375,2.18125,21.8125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,recency_keep_compress_drop,0.2,10,3.025,30.25,0.84375,8.4375,2.18125,21.8125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,uniform,0.35,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,longllmlingua,0.35,10,0.825,8.25,0.84375,8.4375,-0.018750000000000044,-0.1875
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,recency,0.35,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,lexical_tfidf,0.35,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,recency_keep_compress_drop,0.35,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,uniform,0.5,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,longllmlingua,0.5,10,0.4125,4.125,0.84375,8.4375,-0.43125,-4.3125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,recency,0.5,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,lexical_tfidf,0.5,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,4,recency_keep_compress_drop,0.5,10,0.790625,7.90625,0.84375,8.4375,-0.05312499999999998,-0.53125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,uniform,0.2,13,1.7211538461538463,22.375,0.4206730769230769,5.46875,1.3004807692307694,16.90625
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,longllmlingua,0.2,13,1.5769230769230769,20.5,0.4206730769230769,5.46875,1.15625,15.03125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,recency,0.2,13,1.4038461538461537,18.25,0.4206730769230769,5.46875,0.9831730769230769,12.78125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,lexical_tfidf,0.2,13,1.7211538461538463,22.375,0.4206730769230769,5.46875,1.3004807692307694,16.90625
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,recency_keep_compress_drop,0.2,13,1.4038461538461537,18.25,0.4206730769230769,5.46875,0.9831730769230769,12.78125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,uniform,0.35,13,1.7211538461538463,22.375,0.4206730769230769,5.46875,1.3004807692307694,16.90625
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,longllmlingua,0.35,13,0.0390625,0.5078125,0.4206730769230769,5.46875,-0.3816105769230769,-4.9609375
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,recency,0.35,13,1.4038461538461537,18.25,0.4206730769230769,5.46875,0.9831730769230769,12.78125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,lexical_tfidf,0.35,13,1.7211538461538463,22.375,0.4206730769230769,5.46875,1.3004807692307694,16.90625
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,recency_keep_compress_drop,0.35,13,1.4038461538461537,18.25,0.4206730769230769,5.46875,0.9831730769230769,12.78125
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,uniform,0.5,13,0.8221153846153846,10.6875,0.4206730769230769,5.46875,0.40144230769230765,5.21875
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,longllmlingua,0.5,13,0.007925180288461538,0.10302734375,0.4206730769230769,5.46875,-0.41274789663461536,-5.36572265625
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,recency,0.5,13,1.4134615384615385,18.375,0.4206730769230769,5.46875,0.9927884615384617,12.90625
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,lexical_tfidf,0.5,13,0.8221153846153846,10.6875,0.4206730769230769,5.46875,0.40144230769230765,5.21875
qwen25_15b,stress_retrieval_launch_packet,retrieval_heavy,6,recency_keep_compress_drop,0.5,13,0.35336538461538464,4.59375,0.4206730769230769,5.46875,-0.06730769230769229,-0.875
